Id;Nome;DataDeNascimento;Empresa;Departamento;Salario
117980;Tamara Bailey;26/02/1908;Donovan, Turner and Prince;Organizational Development;43924.23
398269;Timothy Gonzalez;22/06/1999;Cummings-Carrillo;Corporate Development;83858.25
531772;Austin Green;06/04/1931;Miller Inc;Research and Innovation;60820.11
43896;Richard Long;07/04/1999;Fields, Robinson and Williams;Corporate Affairs;63547.73
910979;Kevin Foster;24/04/1957;Stephens Inc;Regulatory Affairs;5323.81
427167;Ernest Martinez;19/09/1955;Hawkins-Byrd;Customer Experience;60515.39
445429;Dylan Pratt;13/02/1983;Smith-Garrett;Hardware Development;39935.86
567419;Brian Parrish;23/06/1955;Montgomery, Fletcher and Rogers;Public Relations;16001.47
628571;Kendra Curtis;27/01/1918;Wolf PLC;Environmental Health and Safety;28170.27
162462;Wayne Blair;26/07/1918;Bailey, Sanchez and Garner;Corporate Events;69630.79
26710;Christopher Edwards;10/04/1965;Burns, Gordon and Burns;Training and Education;39109.25
516476;Joyce Jimenez;23/12/2000;Morris Group;Business Intelligence;5897.5
315157;Brian Thompson;01/04/1951;Waller, Jennings and Johnson;Financial Planning;62381.98
274924;Melissa May;24/05/1908;Wilson-Dudley;Facilities Maintenance;27596.59
338231;Rachel Hall MD;04/04/1929;Harrison LLC;Human Resources;25657.37
724587;Susan Johnston;31/01/2011;Bryan PLC;International Business;36159.81
56374;John Ramsey;10/10/1940;Moody-Hernandez;Research and Development;14903.01
622056;Marissa Downs;22/02/1944;Taylor Group;Financial Planning;29167.29
987711;Gabrielle Mullins;09/05/1962;Lang-Ellison;Financial Planning;33325.59
587368;Joann Hanson;05/06/1967;Huerta PLC;Environmental Health and Safety;61792.95
370429;Alejandro Ayala;24/12/1919;Ross-Butler;Corporate Strategy;58804.12
747121;Michael Rodriguez;04/10/2008;Little-Bridges;Corporate Affairs;24587.04
401160;Lisa Williams;10/06/1994;Smith and Sons;Business Intelligence;78069.06
573110;Tiffany Green;25/07/1917;Potter, Brown and Davis;Corporate Communications;56479.13
50533;Keith Young;18/11/2017;Meza-Kirby;Taxation;34166.74
59892;Joshua Boyle;11/12/1924;Miller, Gonzalez and Shannon;Sales;39863.26
820476;Christopher Meadows;14/08/1921;Lopez, Bonilla and Macdonald;Infrastructure Management;7679.39
995355;Christopher Brooks;18/05/1954;Smith Inc;Learning and Development;18000.86
152815;John Anderson;20/04/1920;Wolfe, Hester and Jones;Taxation;66199.21
206021;Joseph Stafford;21/11/2016;Cummings, Walsh and Hubbard;Audit and Assurance;16868.62
604481;George Vaughn;09/01/1951;Martinez, Barron and Morris;Investment Management;40479.25
762096;Aaron Sullivan;06/02/1979;Thomas, Stanton and Zimmerman;Corporate Communications;34068.64
972642;Kimberly Carter;23/06/2012;Sullivan-Garcia;Employee Wellness;85618.94
293607;John Martinez;07/09/2001;Ross-Reeves;Training and Education;12061.62
640704;Jennifer Martin;21/10/2020;Jackson Group;Treasury;82862.58
431635;Todd Klein;11/07/1973;Washington Group;Human Resources;10887.56
876494;Mr. Robert Douglas;13/06/2004;Thompson Inc;Advertising;3314.62
791140;Tina Kaufman;08/04/1997;Jones, Diaz and Myers;Organizational Development;37873.96
216775;Henry Thomas;13/10/1909;Thomas PLC;Investment Management;17839.47
44301;Angela Payne;07/07/2008;Barr Ltd;Cybersecurity;49942.8
431279;Mitchell Morgan;14/01/1950;Miller and Sons;Business Intelligence;79272.89
272878;Angela Riddle;01/02/2012;Crawford, Wilson and Jordan;Facilities Management;39215.0
184657;John Hill;25/12/1938;Hall PLC;Training and Education;79875.76
622530;Marvin Leach;04/08/1952;Castillo, Gonzales and Jenkins;Regulatory Affairs;45842.5
78141;Kristi Ray;12/11/1925;Nelson, Hodges and Barry;Risk Management;47896.54
702935;Garrett Rodgers;19/12/1908;Hill-Crawford;Health and Safety;65169.53
136471;Colin Aguilar;07/05/1971;Gates, Howard and White;Strategic Planning;8522.29
877123;Joan Sanford;31/10/1925;Rogers, Krause and Miller;Innovation;47070.46
10603;Christopher Johnson;23/08/2008;Lopez-Rodriguez;Public Relations;86564.84
131517;Scott Gonzalez;17/05/1950;Owens, Moore and Palmer;Distribution;24803.31
539248;Joe Thompson;20/06/1987;Roy Inc;Sales Operations;58334.08
312696;Jennifer Rice;16/11/1908;Hernandez, Martinez and Cooper;Organizational Development;20681.24
713080;Kristi Hernandez;23/12/1969;Freeman, Shaffer and Estrada;Corporate Affairs;49521.33
658979;Julie Walls;03/06/1959;Wilson PLC;Logistics;46007.79
945202;Justin Huffman;06/11/1927;Rosario, Brown and Soto;Policy and Planning;44991.38
802119;Susan Bradley;25/05/1993;Barry, Hines and Anderson;Sales Operations;51013.74
640587;Crystal Harrington;03/10/1944;Garcia-Roy;Innovation;89047.55
784026;Crystal Hanna;16/12/2016;Padilla-Griffin;Hardware Development;57808.6
243873;Melissa West;27/11/1979;Brown Inc;Data Analytics;84815.72
190683;Andrew Watts DDS;12/02/1975;Baird, Suarez and Sanchez;Public Relations;49777.4
354347;Connie Maxwell;19/10/1985;Andrade-Wyatt;Quality Control;50482.98
896959;Christopher Andrade;10/12/1920;Foster and Sons;Logistics;8341.4
391730;Lauren Clark;23/04/2016;Hughes-Spencer;Market Expansion;1233.15
606275;Christopher Martin;13/12/1967;Yates-Kelly;Information Security;81260.54
639939;Kayla Smith;20/09/1957;Shields LLC;Financial Analysis;41348.36
505656;Kathy Hancock;09/09/1999;Wright, Bennett and Brown;Regulatory Affairs;48842.25
548453;Andrea Morrison;12/03/1942;Thompson, Brewer and Sherman;Human Resources;85908.13
998279;Carrie Craig;17/07/2013;Salazar, Williams and Johnson;Logistics;10605.92
