Id;Nome;DataDeNascimento;Empresa;Departamento;Salario
602600;Bill Lewis;05/07/1955;Miller-Wilson;Strategic Planning;72228.84
311785;Michele Sanchez;19/07/2019;Spears-Stevens;Manufacturing;32577.31
6439;Ryan Perkins;11/09/1934;Carroll, Beck and Smith;Strategic Partnerships;44986.9
817949;Douglas Klein;19/04/1950;Lane-Chaney;Administration;9791.52
459070;Michael Hale;16/04/1986;Figueroa-Andersen;Credit and Collections;77304.67
463752;Emily Bell;02/11/1957;Robertson-Torres;Supply Chain Management;81451.73
898618;Richard Blair;06/04/2010;Navarro PLC;Sales;81657.72
414401;Cassie Cantu;04/09/1974;Carter, Fuentes and Fisher;Technical Support;39899.65
429670;Daniel Leach DVM;04/06/1912;Simmons, Wade and Owens;Customer Experience;50597.75
345906;Melanie Griffin;11/12/1917;Flores-Oliver;Technical Support;57875.61
113879;Dawn Perkins;29/05/2011;Davis, Jackson and Waters;Cybersecurity;49168.11
562704;Kathleen Bolton;22/06/2005;Reese, Meadows and Ross;Business Continuity;76445.45
705137;John Washington;05/06/1930;Hammond and Sons;International Business;80760.66
40435;Jessica Grant;02/10/1933;Harper Group;Distribution;20108.26
390289;James Lopez;31/10/1965;Weiss Ltd;Finance;9286.19
772834;Alexis Wright;24/07/1974;Brown Group;Product Design;43301.11
458160;Jennifer Morgan;25/01/2024;Parrish and Sons;Corporate Governance;66376.63
18612;Gerald Lopez;23/09/1987;Torres-Smith;Warehouse Management;89412.42
246009;Elaine Kaufman;15/09/1945;Williams, Campbell and Anderson;Hardware Development;63151.46
90978;Joseph White;03/11/1956;Navarro, Sanchez and Andrews;Regulatory Affairs;80535.83
267387;Kelli Walker;09/07/1960;Bell, Williams and May;Information Technology;9601.45
808264;Roberto Shea;08/06/1940;Brown, Holmes and Pena;Regulatory Affairs;46100.45
130407;Dalton Hicks;14/10/1939;Porter, Mosley and Porter;Business Development;74158.66
667967;Natalie Brown;26/06/1983;Stanton Inc;Customer Experience;19150.86
177397;Brenda Ray;07/11/1971;Eaton, Cruz and Graham;Financial Planning;64196.78
338696;Frank Reynolds;18/03/1963;Craig, Stein and Dixon;Contracts Management;57939.98
507158;Ryan Turner;21/08/2012;Baker Group;Supply Chain Management;81190.05
270370;Carol Mitchell;21/07/1976;Brown PLC;Database Management;88056.45
881362;Matthew Cervantes;13/04/1914;Rodriguez PLC;Business Process Improvement;47277.0
64906;Melissa Carter;24/12/1917;Gonzalez-Small;Brand Management;74072.09
426;Brittany Francis;01/06/1941;Garrison, Lee and Morales;Enterprise Architecture;65043.99
335856;Denise Wilson;18/11/1953;Schultz, Henderson and Bennett;Operations;42968.43
208498;Melinda Harris;20/12/2012;White, Mcclain and Wallace;Audit and Assurance;29141.39
54545;Dylan Sullivan;18/03/1975;Lewis-Ballard;Purchasing;72890.57
55385;Katherine Obrien;21/10/1962;Kelly-Casey;Corporate Training;26665.36
261320;Aaron Olson;27/12/1941;Newman-Deleon;Employee Wellness;13165.51
895704;Benjamin Hoffman;30/09/1927;Walker, Ashley and Smith;Corporate Governance;9423.03
589371;Melissa Martinez;04/02/2023;Wilson, Spence and Gutierrez;Business Continuity;54215.24
651610;Robert Barton;31/03/2023;Johnson-Higgins;Regulatory Affairs;76492.67
201137;Stephanie Jones;13/03/2013;Fuentes PLC;Corporate Development;4075.27
592048;Robert Murray;15/01/1909;Hernandez-Haney;Supply Chain Management;70335.23
69957;Jenna Blair;04/10/2005;Adams, Orozco and Patel;Employment Services;72913.08
127604;Adriana Scott;14/04/1965;Garrett Ltd;Business Continuity;62679.81
307490;Victor Wright;08/05/1912;Delacruz-Mitchell;Information Technology;86307.33
798299;Brandy Garcia;02/01/1989;Fletcher, Lopez and Castillo;Taxation;45326.74
645251;Edgar York;27/11/1973;Smith-Jenkins;Organizational Development;83584.43
239223;Jennifer Johnson;28/04/1957;Hampton, Kelly and Jones;Advertising;82384.39
942161;Justin Johnson;24/11/2018;Craig Group;Marketing;27492.73
881463;Nathan Wise;14/04/1971;Wise Inc;Database Management;37300.13
784196;Kathleen Todd;11/09/1934;Wheeler, Carpenter and Mitchell;Information Security;84678.36
298991;Karen Kaufman;28/09/1946;Jones-Rangel;Business Process Improvement;56633.95
902674;Felicia Buchanan;17/10/2019;Odom-Kelly;Human Resources;13577.87
645469;Daniel Hardy;07/12/1920;Lee, Mclean and Mclean;Strategic Planning;52078.59
520532;Karen Moore;09/09/1986;Lewis Group;Infrastructure Management;42141.32
691854;Joshua Pena;18/02/1972;Davis-Barnett;Distribution;57875.85
14519;Haley Zavala;20/12/2020;Evans, Roman and Collins;Internal Audit;23276.41
165737;Kyle Marshall;17/11/1959;James-Ferguson;Database Management;9705.07
548530;Danny Larson;12/12/1925;Ramirez, Lewis and Rios;Facilities Maintenance;26528.54
639028;Christian Arnold;27/11/1938;Thornton PLC;Learning and Development;63097.63
313922;Laura Nicholson;03/09/1983;Stone LLC;Infrastructure Management;85159.31
621837;Mikayla Brown;17/07/2002;White LLC;Treasury;18545.3
138077;William Horton;04/07/1999;Warner Ltd;Systems Engineering;61538.77
138637;John Mullins;07/09/1971;Marshall LLC;Corporate Development;5700.0
